,id,name,city,state,rating,review_count,cost,latitude,longitude,has_delivery,has_pickup,url,icedog
375344,wendys-irvine-3,Wendy's,Tustin,California,3.0,82,1,33.7058143615723,-117.78605651855499,False,False,https://www.yelp.com/biz/wendys-irvine-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
375506,chipotle-mexican-grill-irvine-10,Chipotle Mexican Grill,Tustin,California,3.0,305,1,33.68544,-117.81133999999999,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-irvine-10?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376391,buffalo-wild-wings-deerfield-beach,Buffalo Wild Wings,Deerfield Beach,Florida,2.5,37,2,26.301504224538803,-80.09360432624821,False,False,https://www.yelp.com/biz/buffalo-wild-wings-deerfield-beach?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
376398,cracker-barrel-old-country-store-deerfield-beach,Cracker Barrel Old Country Store,Deerfield Beach,Florida,3.0,91,2,26.3011112213135,-80.11903381347659,False,False,https://www.yelp.com/biz/cracker-barrel-old-country-store-deerfield-beach?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
376461,chipotle-mexican-grill-deerfield-beach,Chipotle Mexican Grill,Deerfield Beach,Florida,2.5,36,1,26.307117600000005,-80.0926062,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-deerfield-beach?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376504,ihop-deerfield-beach,IHOP,Deerfield Beach,Florida,2.5,22,1,26.310709999999997,-80.09143,False,False,https://www.yelp.com/biz/ihop-deerfield-beach?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
376593,wendys-deerfield-beach,Wendy's,Deerfield Beach,Florida,2.5,6,2,26.302139299999997,-80.13139340000001,False,False,https://www.yelp.com/biz/wendys-deerfield-beach?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376602,taco-bell-deerfield-beach-3,Taco Bell,Deerfield Beach,Florida,2.0,11,3,26.317448409737395,-80.1558348271318,False,False,https://www.yelp.com/biz/taco-bell-deerfield-beach-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376686,taco-bell-deerfield-beach-2,Taco Bell,Deerfield Beach,Florida,2.0,16,1,26.320621999999997,-80.090437,False,False,https://www.yelp.com/biz/taco-bell-deerfield-beach-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376726,burger-king-deerfield-beach-3,Burger King,Deerfield Beach,Florida,1.5,5,1,26.30125,-80.13379,False,False,https://www.yelp.com/biz/burger-king-deerfield-beach-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376822,wendys-deerfield-beach-4,Wendy's,Deerfield Beach,Florida,1.5,8,1,26.318908691406197,-80.10960388183591,False,False,https://www.yelp.com/biz/wendys-deerfield-beach-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376833,chipotle-mexican-grill-boca-raton-3,Chipotle Mexican Grill,Deerfield Beach,Florida,3.0,24,1,26.3500951,-80.1564129,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-boca-raton-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376838,chipotle-mexican-grill-pompano-beach-2,Chipotle Mexican Grill,Deerfield Beach,Florida,2.5,22,1,26.260738372802702,-80.0988998413086,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-pompano-beach-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
376864,taco-bell-boca-raton-4,Taco Bell,Deerfield Beach,Florida,3.5,15,1,26.351440000000004,-80.11261,False,False,https://www.yelp.com/biz/taco-bell-boca-raton-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
377000,buffalo-wild-wings-coral-springs,Buffalo Wild Wings,Deerfield Beach,Florida,3.0,123,2,26.285675,-80.203715,False,False,https://www.yelp.com/biz/buffalo-wild-wings-coral-springs?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
377013,burger-king-pompano-beach-2,Burger King,Deerfield Beach,Florida,2.5,8,1,26.27395,-80.15443,False,False,https://www.yelp.com/biz/burger-king-pompano-beach-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
377046,chipotle-mexican-grill-boca-raton-2,Chipotle Mexican Grill,Deerfield Beach,Florida,3.5,67,1,26.3688499,-80.12818,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-boca-raton-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
377169,taco-bell-boca-raton,Taco Bell,Deerfield Beach,Florida,3.5,14,1,26.333838,-80.202108,False,False,https://www.yelp.com/biz/taco-bell-boca-raton?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
377185,burger-king-boca-raton-2,Burger King,Deerfield Beach,Florida,2.0,14,1,26.35202,-80.08697,False,False,https://www.yelp.com/biz/burger-king-boca-raton-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
377208,burger-king-boca-raton-4,Burger King,Deerfield Beach,Florida,3.0,8,1,26.349609899999997,-80.15782,False,False,https://www.yelp.com/biz/burger-king-boca-raton-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
377236,taco-bell-pompano-beach-2,Taco Bell,Deerfield Beach,Florida,2.0,9,1,26.275391,-80.100208,False,False,https://www.yelp.com/biz/taco-bell-pompano-beach-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
377238,wendys-pompano-beach-6,Wendy's,Deerfield Beach,Florida,1.5,3,1,26.259049750276297,-80.1062492653728,False,False,https://www.yelp.com/biz/wendys-pompano-beach-6?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
377313,ihop-pompano-beach-4,IHOP,Deerfield Beach,Florida,2.0,27,2,26.275287,-80.135407,True,False,https://www.yelp.com/biz/ihop-pompano-beach-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
379575,chipotle-mexican-grill-alameda,Chipotle Mexican Grill,Alameda,California,3.0,255,1,37.7555092,-122.2501044,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-alameda?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
379576,taco-bell-alameda-2,Taco Bell,Alameda,California,3.0,60,1,37.778581,-122.27636499999998,False,False,https://www.yelp.com/biz/taco-bell-alameda-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
379578,chipotle-mexican-grill-alameda-2,Chipotle Mexican Grill,Alameda,California,2.0,100,1,37.786066,-122.28136289999999,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-alameda-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
379689,taco-bell-alameda-3,Taco Bell,Alameda,California,3.5,37,1,37.7683395,-122.233171,False,False,https://www.yelp.com/biz/taco-bell-alameda-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
380033,burger-king-alameda,Burger King,Alameda,California,2.5,53,1,37.75909756376,-122.25155573215599,False,False,https://www.yelp.com/biz/burger-king-alameda?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
380599,taco-bell-chino-hills,Taco Bell,Chino Hills,California,3.5,39,1,33.983075598923804,-117.711783853016,False,False,https://www.yelp.com/biz/taco-bell-chino-hills?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
380606,buffalo-wild-wings-chino-hills,Buffalo Wild Wings,Chino Hills,California,2.5,711,2,34.011359999999996,-117.73716999999999,False,False,https://www.yelp.com/biz/buffalo-wild-wings-chino-hills?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
380643,wendys-chino-hills,Wendy's,Chino Hills,California,2.0,46,1,34.015956,-117.743802,False,False,https://www.yelp.com/biz/wendys-chino-hills?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
380661,chipotle-mexican-grill-chino-hills-3,Chipotle Mexican Grill,Chino Hills,California,2.5,218,1,34.000727772696,-117.73162776737,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-chino-hills-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
380909,burger-king-chino-2,Burger King,Chino Hills,California,3.0,3,1,33.996060371967104,-117.719252388433,False,False,https://www.yelp.com/biz/burger-king-chino-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
380948,taco-bell-chino-hills-2,Taco Bell,Chino Hills,California,2.0,43,1,34.0118593114424,-117.735845441345,False,False,https://www.yelp.com/biz/taco-bell-chino-hills-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
381005,wendys-chino,Wendy's,Chino Hills,California,2.0,28,1,33.9954681396484,-117.714736938477,False,False,https://www.yelp.com/biz/wendys-chino?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
381230,chipotle-mexican-grill-fullerton-5,Chipotle Mexican Grill,Chino Hills,California,3.0,5,3,33.8564308,-117.92119220000001,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-fullerton-5?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
381239,ihop-pomona,IHOP,Chino Hills,California,3.5,114,2,34.029109000000005,-117.760069,False,False,https://www.yelp.com/biz/ihop-pomona?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
381311,chipotle-mexican-grill-chino-2,Chipotle Mexican Grill,Chino Hills,California,3.0,63,1,34.0319598024239,-117.69027948018801,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-chino-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382376,chipotle-mexican-grill-bloomington-6,Chipotle Mexican Grill,Bloomington,Illinois,3.5,36,1,40.4825095504671,-88.9521727218317,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-bloomington-6?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382420,cracker-barrel-old-country-store-bloomington-3,Cracker Barrel Old Country Store,Bloomington,Illinois,3.0,52,2,40.483249664306605,-89.02576446533199,False,False,https://www.yelp.com/biz/cracker-barrel-old-country-store-bloomington-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
382424,buffalo-wild-wings-bloomington-3,Buffalo Wild Wings,Bloomington,Illinois,3.0,45,2,40.4888371906001,-88.9103027319063,False,False,https://www.yelp.com/biz/buffalo-wild-wings-bloomington-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
382461,burger-king-bloomington-12,Burger King,Bloomington,Illinois,2.5,3,3,40.4598304,-88.9756944,False,False,https://www.yelp.com/biz/burger-king-bloomington-12?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382509,taco-bell-bloomington-4,Taco Bell,Bloomington,Illinois,3.0,12,1,40.483532000000004,-89.018288,False,False,https://www.yelp.com/biz/taco-bell-bloomington-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382511,taco-bell-bloomington-8,Taco Bell,Bloomington,Illinois,2.0,4,1,40.461,-88.961,False,False,https://www.yelp.com/biz/taco-bell-bloomington-8?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382512,hooters-bloomington,Hooters,Bloomington,Illinois,2.5,27,2,40.483848571777294,-88.94241333007808,False,False,https://www.yelp.com/biz/hooters-bloomington?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
382537,taco-bell-normal-2,Taco Bell,Bloomington,Illinois,4.0,7,1,40.51007,-88.959357,False,False,https://www.yelp.com/biz/taco-bell-normal-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382538,ihop-bloomington,IHOP,Bloomington,Illinois,2.5,22,2,40.4878,-88.9459,False,False,https://www.yelp.com/biz/ihop-bloomington?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
382548,wendys-bloomington-4,Wendy's,Bloomington,Illinois,1.5,9,1,40.4830561,-89.01621970000001,False,False,https://www.yelp.com/biz/wendys-bloomington-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382561,chipotle-mexican-grill-normal,Chipotle Mexican Grill,Bloomington,Illinois,4.0,8,1,40.504128,-88.995003,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-normal?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382603,chipotle-mexican-grill-normal-2,Chipotle Mexican Grill,Bloomington,Illinois,3.0,9,2,40.5099449157715,-88.9548492431641,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-normal-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382608,burger-king-bloomington-2,Burger King,Bloomington,Illinois,1.5,2,3,40.4963607788086,-88.9523086547852,False,False,https://www.yelp.com/biz/burger-king-bloomington-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
382628,buffalo-wild-wings-normal,Buffalo Wild Wings,Bloomington,Illinois,2.5,17,2,40.5052290873721,-88.99485625326629,False,False,https://www.yelp.com/biz/buffalo-wild-wings-normal?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
382681,wendys-normal-2,Wendy's,Bloomington,Illinois,2.5,2,1,40.510913848877,-88.9549942016602,False,False,https://www.yelp.com/biz/wendys-normal-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382694,burger-king-normal,Burger King,Bloomington,Illinois,2.0,3,1,40.5315951887023,-88.9959927038628,False,False,https://www.yelp.com/biz/burger-king-normal?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
382697,wendys-normal-4,Wendy's,Bloomington,Illinois,1.0,1,3,40.49668,-88.99482990000001,False,False,https://www.yelp.com/biz/wendys-normal-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382699,wendys-normal,Wendy's,Bloomington,Illinois,2.5,8,1,40.5334091931581,-88.99333745241171,False,False,https://www.yelp.com/biz/wendys-normal?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382879,burger-king-bellflower,Burger King,Bellflower,California,2.5,23,1,33.87251,-118.11818999999998,False,False,https://www.yelp.com/biz/burger-king-bellflower?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
382993,taco-bell-bellflower,Taco Bell,Bellflower,California,2.0,27,1,33.869561,-118.125215,False,False,https://www.yelp.com/biz/taco-bell-bellflower?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
383074,taco-bell-bellflower-3,Taco Bell,Bellflower,California,2.0,25,1,33.889112,-118.11474,False,False,https://www.yelp.com/biz/taco-bell-bellflower-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
383193,chipotle-mexican-grill-paramount-3,Chipotle Mexican Grill,Bellflower,California,2.5,17,1,33.8895072089386,-118.159665539861,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-paramount-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
383265,wendys-lakewood,Wendy's,Bellflower,California,3.0,72,1,33.859851,-118.14173100000001,False,False,https://www.yelp.com/biz/wendys-lakewood?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
383284,wendys-downey,Wendy's,Bellflower,California,2.0,36,1,33.90343,-118.1433,False,False,https://www.yelp.com/biz/wendys-downey?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
383364,burger-king-downey-4,Burger King,Bellflower,California,3.5,18,1,33.9248769740285,-118.15279273331001,False,False,https://www.yelp.com/biz/burger-king-downey-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
383409,chipotle-mexican-grill-lakewood-5,Chipotle Mexican Grill,Bellflower,California,2.5,239,1,33.85454779999999,-118.1422551,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-lakewood-5?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
383483,taco-bell-paramount,Taco Bell,Bellflower,California,2.0,19,1,33.900253,-118.142859,False,False,https://www.yelp.com/biz/taco-bell-paramount?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
383516,buffalo-wild-wings-cerritos,Buffalo Wild Wings,Bellflower,California,2.5,559,2,33.866013,-118.0942,False,False,https://www.yelp.com/biz/buffalo-wild-wings-cerritos?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
383585,buffalo-wild-wings-lakewood-5,Buffalo Wild Wings,Bellflower,California,2.0,381,2,33.8527732,-118.1383656,False,False,https://www.yelp.com/biz/buffalo-wild-wings-lakewood-5?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
383680,taco-bell-norwalk,Taco Bell,Bellflower,California,2.0,33,1,33.917016,-118.098979,False,False,https://www.yelp.com/biz/taco-bell-norwalk?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
384294,ihop-milpitas-3,IHOP,Milpitas,California,3.5,271,2,37.4338203,-121.89320009999999,False,False,https://www.yelp.com/biz/ihop-milpitas-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
384385,burger-king-milpitas-2,Burger King,Milpitas,California,2.0,49,1,37.428909999999995,-121.91049,False,False,https://www.yelp.com/biz/burger-king-milpitas-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
384439,chipotle-mexican-grill-milpitas-2,Chipotle Mexican Grill,Milpitas,California,3.0,274,1,37.4136,-121.896818,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-milpitas-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
384502,taco-bell-milpitas-3,Taco Bell,Milpitas,California,3.0,31,1,37.420074,-121.904156,False,False,https://www.yelp.com/biz/taco-bell-milpitas-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
384585,taco-bell-milpitas-2,Taco Bell,Milpitas,California,3.0,61,1,37.4172247176939,-121.87576808465599,False,False,https://www.yelp.com/biz/taco-bell-milpitas-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
384607,burger-king-milpitas,Burger King,Milpitas,California,2.5,41,1,37.41556,-121.87844,False,False,https://www.yelp.com/biz/burger-king-milpitas?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
384619,taco-bell-milpitas,Taco Bell,Milpitas,California,3.0,38,1,37.42776,-121.92124,False,False,https://www.yelp.com/biz/taco-bell-milpitas?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
